"Year","Gender","Caucasian","Age","Age_Cat","Inc_Cat","Education","Wrk_Stat","Dwelling","Own_Rent","Electronics","Percrip_Med","Drn_Clnr","Dsps_Food"
2010,"Female","Caucasian",42,"35 to 44","Between $75,000 and $100,000","Graduate degree(s)","Employed","Apartment or Condo","Own",NA,NA,4,NA
2010,"Male","Caucasian",79,"65 or older","Between $75,000 and $100,000","High school diploma / GED","Retired","Single Family house","Own",NA,NA,4,NA
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,1
2010,"Female","Caucasian",53,"45 to 54",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,NA,4,1
2010,"Female","Caucasian",64,"65 or older","Between $25,000 and 50,000","Some college","Retired","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",70,"65 or older","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",4,NA,4,2
2010,"Female","Caucasian",52,"45 to 54","$100,000 or more","Some college","Retired","Single Family house","Own",4,1,4,3
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,1
2010,"Female","Caucasian",54,"55 to 64","$100,000 or more","Some graduate work","Employed","Single Family house","Own",4,1,4,4
2010,"Female","Caucasian",52,"45 to 54",NA,NA,"Employed","Apartment or Condo","Rent",4,1,4,2
2010,"Male","Caucasian",48,"45 to 54","Less than $25,000","Associates Degree","Employed","Apartment or Condo","Rent",4,2,2,2
2010,"Female","Caucasian",NA,"65 or older",NA,"Graduate degree(s)","Employed","Single Family house","Own",2,2,4,3
2010,"Female","Caucasian",68,"65 or older","Between $75,000 and $100,000","Bachelor's Degree","Retired","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",79,"65 or older","Less than $25,000","High school diploma / GED","Retired","Apartment or Condo","Own",4,4,4,1
2010,"Male","Caucasian",67,"65 or older","$100,000 or more","Bachelor's Degree","Other","Single Family house","Own",4,4,4,3
2010,"Female","Person of Color",54,"55 to 64","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",NA,NA,4,1
2010,"Male","Caucasian",60,"55 to 64","Between $25,000 and 50,000","Some college","Other","Single Family house","Own",4,2,4,1
2010,"Female","Caucasian",NA,"65 or older","Between $75,000 and $100,000","Bachelor's Degree","Other","Single Family house","Own",4,NA,4,1
2010,"Male","Caucasian",62,"55 to 64",NA,"Graduate degree(s)","Retired","Single Family house","Own",2,2,4,3
2010,"Female","Caucasian",42,"35 to 44","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,4,4,3
2010,"Female","Caucasian",64,"65 or older","Between $50,000 and $75,000","Bachelor's Degree","Retired","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",65,"65 or older",NA,"Some college","Retired","Single Family house","Own",4,4,4,1
2010,"Female","Caucasian",81,"65 or older","$100,000 or more","Bachelor's Degree","Retired","Apartment or Condo","Own",4,1,4,1
2010,"Male","Caucasian",68,"65 or older","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,1,4,2
2010,"Female","Caucasian",49,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,1,4,1
2010,"Male","Person of Color",62,"55 to 64","Between $50,000 and $75,000","Some graduate work","Retired","Apartment or Condo","Own",4,4,NA,1
2010,"Male","Caucasian",50,"45 to 54","$100,000 or more","Some graduate work","Employed","Single Family house","Own",4,2,4,1
2010,"Female","Caucasian",84,"65 or older","Between $25,000 and 50,000","Associates Degree","Retired","Apartment or Condo","Rent",4,NA,4,2
2010,"Female","Person of Color",85,"65 or older","Between $25,000 and 50,000","Non-high school graduate","Retired","Single Family house","Own",NA,4,4,4
2010,"Female","Caucasian",NA,"65 or older",NA,"Some graduate work","Employed","Apartment or Condo","Own",4,NA,2,NA
2010,"Male","Caucasian",82,"65 or older","$100,000 or more","Bachelor's Degree","Retired","Single Family house","Own",4,NA,4,3
2010,"Male","Caucasian",61,"55 to 64","Less than $25,000","Graduate degree(s)","Employed","Single Family house","Own",4,4,3,NA
2010,"Male","Caucasian",64,"65 or older","Between $50,000 and $75,000","Bachelor's Degree","Employed","Single Family house","Own",4,2,4,1
2010,"Male","Caucasian",88,"65 or older","Between $25,000 and 50,000","Some graduate work","Retired","Single Family house","Own",2,1,4,3
2010,"Female","Caucasian",NA,"65 or older","$100,000 or more","High school diploma / GED","Employed","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",37,"35 to 44","$100,000 or more","Bachelor's Degree","Other","Single Family house","Own",4,1,4,3
2010,"Male","Caucasian",52,"45 to 54","$100,000 or more","Some college","Employed","Single Family house","Own",4,4,4,1
2010,"Female","Caucasian",44,"45 to 54","$100,000 or more","Graduate degree(s)","Other","Single Family house","Own",4,2,4,2
2010,"Male",NA,NA,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",NA,NA,4,1
2010,"Male","Caucasian",28,"25 to 34","Between $50,000 and $75,000","Associates Degree","Other","Apartment or Condo","Rent",2,NA,4,2
2010,"Female","Caucasian",50,"45 to 54",NA,"Graduate degree(s)","Employed","Single Family house","Own",NA,2,4,4
2010,"Female","Caucasian",87,"65 or older","Between $25,000 and 50,000","High school diploma / GED","Retired","Single Family house","Own",NA,NA,4,2
2010,"Female","Caucasian",54,"55 to 64",NA,"Graduate degree(s)","Employed","Single Family house","Own",4,NA,4,1
2010,"Female","Caucasian",34,"35 to 44","$100,000 or more","Graduate degree(s)","Student","Single Family house","Own",4,4,4,3
2010,"Male","Caucasian",87,"65 or older","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",4,1,4,1
2010,"Male","Caucasian",NA,"65 or older",NA,"Graduate degree(s)","Retired","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",62,"55 to 64",NA,"Graduate degree(s)","Employed","Single Family house","Own",4,1,4,1
2010,"Female","Caucasian",61,"55 to 64",NA,"Some graduate work","Employed","Single Family house","Own",4,NA,4,3
2010,"Male","Caucasian",51,"45 to 54","Less than $25,000","Some graduate work","Other","Apartment or Condo","Rent",4,NA,4,4
2010,"Female","Person of Color",68,"65 or older",NA,"Bachelor's Degree","Employed","Apartment or Condo","Rent",4,2,4,4
2010,"Female","Caucasian",55,"55 to 64","Between $25,000 and 50,000","Bachelor's Degree","Employed","Apartment or Condo","Rent",4,4,4,1
2010,"Male","Caucasian",70,"65 or older",NA,"Some college","Other","Apartment or Condo","Rent",4,NA,4,2
2010,"Female","Caucasian",35,"35 to 44","Between $75,000 and $100,000","Associates Degree","Employed","Single Family house","Own",4,4,4,3
2010,"Female","Caucasian",68,"65 or older","Between $75,000 and $100,000","Graduate degree(s)","Retired","Apartment or Condo","Rent",4,4,4,1
2010,"Female","Caucasian",66,"65 or older","Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Own",4,2,4,4
2010,"Female","Person of Color",85,"65 or older","Less than $25,000","Bachelor's Degree","Retired",NA,"Rent",4,1,3,NA
2010,"Female","Caucasian",46,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,4,4,3
2010,"Female","Caucasian",55,"55 to 64","$100,000 or more","Bachelor's Degree","Other","Single Family house","Own",4,NA,4,1
2010,"Female","Caucasian",75,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",2,4,4,3
2010,"Female","Caucasian",62,"55 to 64","Between $50,000 and $75,000","Bachelor's Degree","Retired","Apartment or Condo","Own",4,4,4,2
2010,"Male","Caucasian",85,"65 or older","Between $25,000 and 50,000","Some college","Retired","Single Family house","Own",NA,4,4,3
2010,"Male","Caucasian",71,"65 or older",NA,"Graduate degree(s)","Retired","Single Family house","Own",4,NA,4,1
2010,"Female","Caucasian",80,"65 or older","Between $50,000 and $75,000","Some graduate work","Retired","Single Family house","Own",4,NA,4,3
2010,"Male","Caucasian",49,"45 to 54","Between $50,000 and $75,000","High school diploma / GED","Employed","Single Family house","Own",4,1,4,3
2010,"Male","Caucasian",48,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,1
2010,"Female","Caucasian",58,"55 to 64","$100,000 or more","Associates Degree","Student","Apartment or Condo","Own",NA,1,4,3
2010,"Female","Person of Color",58,"55 to 64","Between $75,000 and $100,000","Graduate degree(s)","Other","Single Family house","Own",4,2,4,1
2010,"Male","Caucasian",69,"65 or older","Between $50,000 and $75,000","Some graduate work","Retired","Single Family house","Own",4,4,4,3
2010,"Female","Caucasian",66,"65 or older",NA,"Some graduate work","Employed","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",47,"45 to 54","Between $50,000 and $75,000","Bachelor's Degree","Employed","Single Family house","Own",4,1,4,3
2010,"Female","Caucasian",87,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired","Single Family house","Own",4,4,4,3
2010,"Female","Caucasian",63,"55 to 64","Between $50,000 and $75,000","Graduate degree(s)","Employed","Single Family house","Own",4,NA,4,3
2010,"Female","Caucasian",63,"55 to 64","$100,000 or more","Some college","Employed","Single Family house","Own",4,2,4,2
2010,"Female","Caucasian",52,"45 to 54","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,NA,4,3
2010,"Female","Caucasian",80,"65 or older",NA,"High school diploma / GED","Retired","Apartment or Condo","Own",2,1,4,2
2010,"Male","Caucasian",NA,"65 or older",NA,NA,"Retired","Single Family house","Own",NA,2,4,1
2010,"Female","Caucasian",68,"65 or older","Between $25,000 and 50,000","Bachelor's Degree","Retired","Single Family house","Own",4,4,4,2
2010,"Male","Caucasian",26,"25 to 34","Less than $25,000","Bachelor's Degree","Employed","Single Family house","Own",4,1,4,4
2010,"Male","Caucasian",64,"65 or older","$100,000 or more","Some college","Retired","Single Family house","Own",4,NA,4,3
2010,"Male","Caucasian",73,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",NA,2,4,4
2010,"Female","Caucasian",30,"25 to 34","Between $25,000 and 50,000","High school diploma / GED","Employed","Single Family house","Own",NA,2,4,4
2010,"Male","Caucasian",52,"45 to 54","$100,000 or more","Some graduate work","Employed","Single Family house","Own",4,NA,4,3
2010,"Male","Caucasian",77,"65 or older",NA,"Graduate degree(s)","Retired","Single Family house","Own",NA,4,4,3
2010,"Male","Caucasian",84,"65 or older",NA,"Associates Degree","Retired","Single Family house","Own",4,2,4,2
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4
2010,"Male","Caucasian",82,"65 or older","Between $50,000 and $75,000","Bachelor's Degree","Retired","Single Family house","Own",NA,4,4,3
2010,"Female","Caucasian",62,"55 to 64","Less than $25,000","Some college","Other","Apartment or Condo","Own",4,1,4,1
2010,"Male","Person of Color",65,"65 or older","$100,000 or more","Some graduate work","Retired","Single Family house","Own",4,NA,4,4
2010,"Male","Caucasian",79,"65 or older","Between $75,000 and $100,000","Bachelor's Degree","Retired","Single Family house","Own",4,2,4,2
2010,"Male","Caucasian",57,"55 to 64","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,2,4,2
2010,"Female","Caucasian",34,"35 to 44","$100,000 or more","High school diploma / GED","Student","Single Family house","Own",4,2,4,2
2010,"Male","Person of Color",74,"65 or older","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",NA,NA,4,3
2010,"Female","Caucasian",81,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",NA,4,4,NA
2010,"Male","Caucasian",54,"55 to 64",NA,"Associates Degree","Employed","Single Family house","Own",4,NA,4,2
2010,"Male",NA,50,"45 to 54",NA,"Bachelor's Degree","Employed","Single Family house","Own",4,2,4,2
2010,"Female","Caucasian",71,"65 or older","$100,000 or more","Some college","Retired","Single Family house","Own",4,4,4,2
2010,"Male","Caucasian",57,"55 to 64","Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Own",2,2,4,2
2010,"Female","Caucasian",67,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,4,4,2
2010,"Male","Person of Color",88,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,NA,4,1
2010,"Female","Caucasian",55,"55 to 64","$100,000 or more","High school diploma / GED","Employed","Single Family house","Own",4,1,4,1
2010,"Female",NA,NA,"65 or older",NA,"Bachelor's Degree","Employed","Single Family house","Own",4,2,4,4
2010,"Female","Caucasian",57,"55 to 64","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,4,4,1
2010,"Female","Caucasian",62,"55 to 64","Between $25,000 and 50,000","Some graduate work","Retired","Single Family house","Own",4,4,4,3
2010,"Male","Caucasian",69,"65 or older","$100,000 or more","Some graduate work","Employed","Single Family house","Own",4,NA,4,1
2010,"Female","Caucasian",33,"25 to 34","Between $75,000 and $100,000","Graduate degree(s)","Other","Single Family house","Own",4,2,4,2
2010,"Female","Caucasian",59,"55 to 64","Less than $25,000","Associates Degree","Other","Apartment or Condo","Rent",NA,4,NA,NA
2010,"Male",NA,NA,"65 or older",NA,NA,NA,NA,NA,NA,4,4,2
2010,"Female","Caucasian",72,"65 or older",NA,"Some college","Retired","Single Family house","Own",4,4,4,1
2010,"Female","Caucasian",46,"45 to 54","$100,000 or more","Bachelor's Degree","Employed","Single Family house","Own",4,NA,4,3
2010,"Male","Caucasian",62,"55 to 64","Between $75,000 and $100,000","High school diploma / GED","Employed","Single Family house","Own",4,2,4,NA
2010,"Male","Caucasian",73,"65 or older","Between $75,000 and $100,000","Bachelor's Degree","Retired","Single Family house","Own",4,4,4,4
2010,"Male","Caucasian",63,"55 to 64",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,2,4,4
2010,"Male","Person of Color",75,"65 or older","$100,000 or more","Bachelor's Degree","Retired","Single Family house","Own",4,NA,3,1
2010,"Female","Caucasian",70,"65 or older",NA,"Graduate degree(s)","Retired","Single Family house","Own",NA,2,4,2
2010,"Male","Person of Color",77,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,NA,4,1
2010,"Male","Caucasian",60,"55 to 64","$100,000 or more","High school diploma / GED","Retired","Single Family house","Own",4,2,4,3
2010,"Male","Caucasian",57,"55 to 64","$100,000 or more","High school diploma / GED","Retired","Single Family house","Own",4,1,4,4
2010,"Female","Caucasian",21,"18 to 24","Between $75,000 and $100,000","Some college","Employed","Single Family house","Own",2,1,4,2
2010,"Male","Caucasian",NA,"65 or older",NA,"Graduate degree(s)","Retired","Single Family house","Own",4,1,4,2
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Male","Caucasian",60,"55 to 64","Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Own",4,4,4,3
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2
2010,"Male","Caucasian",68,"65 or older","$100,000 or more","Graduate degree(s)","Retired","Single Family house","Own",4,NA,4,2
2010,"Male","Caucasian",22,"18 to 24","$100,000 or more","Some college","Employed","Single Family house","Own",4,2,4,2
2010,"Male",NA,53,"45 to 54","$100,000 or more","Some graduate work","Retired","Single Family house","Own",4,NA,4,1
2010,"Male","Caucasian",85,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",NA,NA,NA,NA
2010,"Female","Caucasian",85,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,1,4,2
2010,"Male","Caucasian",90,"65 or older","Between $25,000 and 50,000","Some graduate work","Retired","Single Family house","Own",NA,4,4,3
2010,"Female","Caucasian",55,"55 to 64","Between $50,000 and $75,000","Bachelor's Degree","Employed","Single Family house","Own",4,4,4,3
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,1
2010,"Male","Caucasian",64,"65 or older","Between $75,000 and $100,000","Some graduate work","Retired","Single Family house","Own",4,2,4,2
2010,"Female","Caucasian",NA,"65 or older",NA,"Bachelor's Degree","Employed","Single Family house","Own",4,2,4,3
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,3
2010,"Male","Caucasian",56,"55 to 64","$100,000 or more","Graduate degree(s)","Employed","Single Family house","Own",4,2,4,3
2010,"Female","Caucasian",NA,"65 or older",NA,"Bachelor's Degree","Retired","Single Family house","Own",4,4,4,4
2010,"Female","Caucasian",NA,NA,"Between $75,000 and $100,000","Bachelor's Degree","Employed","Single Family house","Own",4,NA,4,2
